"Filename";"Name";"Date";"Style";"Genre";"Tags";"Artist"
"water-lilies-reflections-of-weeping-willows-right-half-1919";"Water Lilies, Reflections of Weeping Willows (right half)";1919;"Impressionism";"flower painting";"()";"Claude Monet"
"the-artist-s-garden-at-vetheuil-1881";"The Artist's Garden at Vetheuil";1881;"Impressionism";;"('Natural landscape', 'Tree', 'Leaf', 'Plant')";"Claude Monet"
"valley-of-the-creuse-grey-sky";"Valley of the Creuse, Grey Sky";1889;"Impressionism";"landscape";"('rivers-and-waterfalls', 'Limousin', 'Creuse', 'Cliff', 'Natural landscape', 'Rock', 'Formation', 'Terrain', 'River', 'Highland', 'Geological phenomenon')";"Claude Monet"
"the-plain-of-colombes-white-frost-1873";"The Plain of Colombes, White Frost";1873;"Impressionism";"landscape";"('Sky')";"Claude Monet"
"the-seine-at-rouen";"The Seine at Rouen";1872;"Impressionism";"cityscape";"('Vehicle', 'Boat', 'Mast', 'Watercraft', 'Sailing ship', 'Tall ship', 'Ship of the line')";"Claude Monet"
"waterloo-bridge-sunlight-in-the-fog";"Waterloo Bridge, Sunlight in the Fog";1903;"Impressionism";"cityscape";"('Sky', 'Water', 'Calm', 'Atmosphere')";"Claude Monet"
"the-seine-near-bougival";"The Seine near Bougival";1872;"Impressionism";"landscape";"('Sky', 'Waterway', 'Bank', 'Water', 'River')";"Claude Monet"
"water-lilies-1919-3";"Water Lilies";1919;"Impressionism";"flower painting";"('Pond', 'Reflection', 'Water', 'water lily', 'Watercourse', 'Fish pond', 'Flower')";"Claude Monet"
"the-banks-of-the-seine-in-autumn";"The Banks of The Seine in Autumn";1876;"Impressionism";"landscape";"('Natural landscape', 'Nature', 'Tree', 'Bank', 'Water', 'Natural environment', 'morning')";"Claude Monet"
"boats-at-rest-at-petit-gennevilliers";"Boats at rest, at Petit-Gennevilliers";1872;"Impressionism";"landscape";"('Boat', 'Vehicle', 'Sailboat', 'Harbor', 'Watercraft')";"Claude Monet"
"the-pointe-du-petit-ailly";"The Pointe du Petit Ailly";1897;"Impressionism";"landscape";"('Rock', 'Terrain', 'Cliff', 'Geology')";"Claude Monet"
"twilight-venice";"Twilight, Venice";1908;"Impressionism";"cityscape";"('Sky')";"Claude Monet"
"the-shoot-1876";"The Shoot";1876;"Impressionism";;"('autumn', 'Tree', 'Woodland', 'Forest', 'Leaf', 'Trail')";"Claude Monet"
"the-headland-of-the-heve-at-low-tide";"The Headland of the Heve at Low Tide";1865;"Impressionism";"landscape";"('Sky', 'Cloud', 'Coast', 'Sea', 'Shore', 'Mountain', 'Rock')";"Claude Monet"
"the-road-to-vetheuil";"The Road to Vetheuil";1880;"Impressionism";"landscape";"('Tree', 'Sky', 'Leaf')";"Claude Monet"
"view-to-the-plain-of-argenteuil";"View to the Plain of Argenteuil";1872;"Impressionism";"landscape";"('Sky', 'Natural landscape', 'Tree', 'Grass', 'Meadow', 'Grassland')";"Claude Monet"
"the-seine-at-lavacourt";"The Seine at Lavacourt";1878;"Impressionism";"landscape";"('Bank', 'Natural landscape', 'River', 'Waterway', 'Sky', 'Watercourse')";"Claude Monet"
"isleets-at-port-villez";"Isleets at Port-Villez";1883;"Impressionism";"landscape";"('Bank', 'Natural landscape', 'Tree', 'River')";"Claude Monet"
"hauling-a-boat-ashore-honfleur";"Hauling a Boat Ashore, Honfleur";1864;"Impressionism";;"('sunrise-and-sunset', 'Normandy', 'handwork', 'Gondola', 'Boat', 'Vehicle', 'Evening')";"Claude Monet"
"head-of-the-dog";"Head of the Dog";1882;"Impressionism";"animal painting";"('Dog', 'Canidae', 'Dog breed', 'Tibetan terrier', 'Briard', 'Carnivore', 'Lhasa apso', 'Terrier', 'Otterhound')";"Claude Monet"
"madame-monet-embroidering-1875";"Madame Monet Embroidering";1875;"Impressionism";"portrait";"()";"Claude Monet"
"the-break-up-of-the-ice";"The Break-up of the Ice";1880;"Impressionism";"landscape";"('Water', 'Sky', 'Natural landscape', 'Tree')";"Claude Monet"
"the-wooden-bridge";"The Wooden Bridge";1872;"Impressionism";"cityscape";"('Bridge', 'Water', 'Waterway', 'River', 'Sky', 'Transporter bridge', 'Reflection')";"Claude Monet"
"water-lilies-39";"Water Lilies";1914;"Impressionism";"flower painting";"('Water', 'Reflection', 'water lily', 'Tree', 'Watercourse')";"Claude Monet"
"windmill-at-zaandam";"Windmill at Zaandam";1871;"Impressionism";"landscape";"('Windmill', 'Mill')";"Claude Monet"
"camille-monet-on-a-garden-bench";"Camille Monet on a Garden Bench";1873;"Impressionism";"portrait";"()";"Claude Monet"
"rouen-cathedral-0";"Rouen Cathedral; Morning - White harmony";1894;"Impressionism";"architecture";"()";"Claude Monet"
"palazzo-contarini-2";"Palazzo Contarini 2";1908;"Impressionism";"cityscape";"('Water')";"Claude Monet"
"stilll-life-with-anemones";"Stilll Life with Anemones";1885;"Impressionism";"flower painting";"('Flower', 'Plant', 'Botany', 'oriental poppy', 'Wildflower', 'Anemone')";"Claude Monet"
"poplars-on-the-banks-of-the-river-epte-seen-from-the-marsh-1892";"Poplars on the Banks of the River Epte, Seen from the Marsh";1892;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Nature', 'Sky', 'Woody plant', 'Leaf', 'autumn', 'Birch')";"Claude Monet"
"the-grand-street-entering-to-argenteuil-winter";"The Grand Street Entering to Argenteuil, Winter";1885;"Impressionism";"cityscape";"('winter', 'Snow', 'Tree', 'Sky', 'Freezing')";"Claude Monet"
"water-lilies-16";"Water Lilies";1907;"Impressionism";"flower painting";"('water lily')";"Claude Monet"
"rouen-cathedral-the-gate-grey-weather";"Rouen Cathedral,The Gate, Grey Weather";1894;"Impressionism";"cityscape";"('Holy places', 'Arch', 'Stone carving')";"Claude Monet"
"red-boats-argenteuil-1875-oil-on-canvas-1875";"Red Boats, Argenteuil";1875;"Impressionism";"landscape";"('Boat', 'Sky', 'Waterway', 'Vehicle', 'Bank')";"Claude Monet"
"woodbearers-in-fontainebleau-forest";"Woodbearers in Fontainebleau Forest";1864;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Sky', 'autumn')";"Claude Monet"
"haystack";"Haystack";1865;"Impressionism";"landscape";"('Tree', 'Plant', 'Lavender', 'spring')";"Claude Monet"
"saint-lazare-station-track-coming-out";"Saint-Lazare Station, Track Coming out";1877;"Impressionism";"cityscape";"()";"Claude Monet"
"sunset-on-the-seine-at-lavacourt-winter-effect";"Sunset on the Seine at Lavacourt, Winter Effect";1880;"Impressionism";"landscape";"('sunrise-and-sunset', 'Sky', 'Atmospheric phenomenon', 'Bank', 'morning', 'Tree')";"Claude Monet"
"amsterdam-in-the-snow";"Amsterdam in the Snow";1874;"Impressionism";"cityscape";"()";"Claude Monet"
"cliffs-walk-at-pourville";"Cliffs Walk at Pourville";1882;"Impressionism";"landscape";"('Nature', 'Sky', 'Natural landscape', 'morning', 'Grassland')";"Claude Monet"
"the-bridge-at-argenteuil";"The Bridge at Argenteuil";1874;"Impressionism";"cityscape";"('Boat', 'Sailboat', 'Vehicle', 'Sail', 'Sailing', 'Watercraft')";"Claude Monet"
"the-valley-of-the-scie-at-pouville";"The Valley of the Scie at Pouville";1882;"Impressionism";"landscape";"('Natural landscape', 'Sky', 'Bank', 'Marsh')";"Claude Monet"
"the-sea-at-amsterdam";"The Sea at Amsterdam";1874;"Impressionism";"marina";"('Boat', 'Vehicle', 'Sailboat', 'Sailing', 'Sail', 'Watercraft', 'Mast', 'Galiot')";"Claude Monet"
"street-of-the-bavolle-honfleur";"Street of the Bavolle Honfleur";1864;"Impressionism";"cityscape";"('Normandy', 'Honfleur', 'Street', 'Town', 'Neighbourhood', 'Human settlement', 'Road', 'Building', 'Infrastructure')";"Claude Monet"
"pourville";"Pourville";1882;"Impressionism";"landscape";"('Sky', 'Coast')";"Claude Monet"
"vase-of-tulips";"Vase of Tulips";1885;"Impressionism";"flower painting";"('Flower', 'Plant', 'Botany', 'Tulip', 'Flowering plant')";"Claude Monet"
"the-pave-de-chailly-in-the-fontainbleau-forest";"The Pave de Chailly in the Fontainbleau Forest";1865;"Impressionism";"landscape";"('Natural landscape', 'Tree', 'Nature', 'Forest', 'Natural environment', 'Old-growth forest', 'Woodland', 'Wilderness', 'Biome')";"Claude Monet"
"the-garden-at-giverny-1924";"The Garden at Giverny";1924;"Impressionism";"landscape";"()";"Claude Monet"
"cliff-at-pourville-2";"Cliff at Pourville 2";1896;"Impressionism";"landscape";"('Cliff', 'Terrain')";"Claude Monet"
"portrait-of-jeanne-serveau";"Portrait of Jeanne Serveau";1880;"Impressionism";"portrait";"('Face', 'Lady', 'Cheek', 'Child', 'Iris', 'Eye')";"Claude Monet"
"entrance-to-the-port-of-trouville";"Entrance to the Port of Trouville";1870;"Impressionism";;"('Normandy', 'Trouville', 'Water', 'Boat')";"Claude Monet"
"olive-tree-wood-in-the-moreno-garden";"Olive Tree Wood in the Moreno Garden";1884;"Impressionism";"landscape";"('Tree', 'Woodland', 'Forest', 'Nature', 'Natural environment', 'Northern hardwood forest', 'Natural landscape', 'Old-growth forest', 'Woody plant')";"Claude Monet"
"two-anglers";"Two Anglers";1882;"Impressionism";;"('Water', 'Waterway', 'Bank', 'River', 'Vehicle', 'Boat')";"Claude Monet"
"wisteria-1920";"Wisteria";1920;"Impressionism";"flower painting";"('Wisteria', 'Flower', 'Lavender', 'Plant', 'Tree')";"Claude Monet"
"houses-of-parliament-at-sunset";"Houses of Parliament at Sunset";1903;"Impressionism";"cityscape";"('Atmospheric phenomenon', 'Sky', 'Atmosphere')";"Claude Monet"
"poplars-on-the-banks-of-the-epte-autumn-1891";"Poplars on the Banks of the Epte, Autumn";1891;"Impressionism";"landscape";"('Tree', 'Leaf', 'Woody plant', 'autumn', 'Plant')";"Claude Monet"
"autumn-effect-at-argenteuil-1873";"Autumn Effect at Argenteuil";1873;"Impressionism";"landscape";"('Natural landscape', 'Water', 'Tree', 'Reflection', 'Sky')";"Claude Monet"
"the-small-arm-of-the-seine-at-argenteuil";"The Small Arm of the Seine at Argenteuil";1872;"Impressionism";"landscape";"('Natural landscape', 'Bank', 'morning', 'Waterway', 'Sky')";"Claude Monet"
"the-moreno-garden-at-bordighera";"The Moreno Garden at Bordighera";1884;"Impressionism";"landscape";"('Natural landscape', 'Tree', 'Sky', 'Grass family', 'Plant')";"Claude Monet"
"stormy-seascape-1";"Stormy Seascape";1883;"Impressionism";"landscape";"('Sky')";"Claude Monet"
"the-sea-at-pourville";"The Sea at Pourville";1882;"Impressionism";"marina";"('Sky', 'Water', 'Sea', 'Calm')";"Claude Monet"
"lunch-on-the-grass-1";"Lunch on the Grass";1865;"Impressionism";;"('Tradition')";"Claude Monet"
"irises-and-water-lilies-1917";"Irises and Water-Lilies";1917;"Impressionism";"flower painting";"('Water', 'water lily', 'Pond')";"Claude Monet"
"cliff-at-dieppe";"Cliff at Dieppe";1882;"Impressionism";"landscape";"('Normandy', 'cliffs-and-rocks', 'Cliff', 'Coast', 'Klippe', 'Terrain', 'Headland', 'Promontory')";"Claude Monet"
"chrysanthemums-1878";"Chrysanthemums";1878;"Impressionism";"flower painting";"('Flowerpot', 'Flower', 'Plant', 'Still life photography', 'Chrysanths', 'Houseplant')";"Claude Monet"
"view-on-village-of-giverny";"View on village of Giverny";1886;"Impressionism";"landscape";"('Rural area')";"Claude Monet"
"the-manneport-etretat-amont-cliff-rough-weather-1886";"The Manneport, Etretat - Amont Cliff, Rough Weather";1886;"Impressionism";"landscape";"('Normandy', 'cliffs-and-rocks', 'Water', 'Geological phenomenon', 'Cliff', 'Geology', 'Terrain')";"Claude Monet"
"banks-of-the-seine-at-lavacourt";"Banks of the Seine at Lavacourt";1878;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Plant', 'spring', 'Woody plant')";"Claude Monet"
"path-under-the-rose-trellises-giverny-1922-1";"Path under the Rose Trellises, Giverny";1922;"Impressionism";"landscape";"()";"Claude Monet"
"water-lilies-14";"Water Lilies";1906;"Impressionism";"flower painting";"('Water', 'Watercourse', 'Natural landscape', 'water lily', 'Water resources', 'Pond', 'Botany', 'Aquatic plant')";"Claude Monet"
"le-dejeuner-sur-lherbe-1866";"Le Déjeuner sur l'herbe";1866;"Impressionism";;"('mealtimes', 'leisure-and-sleep')";"Claude Monet"
"boatyard-near-honfleur";"Boatyard near Honfleur";1864;"Impressionism";"landscape";"('boats-and-ships', 'Normandy', 'Coast', 'Shore', 'Sea')";"Claude Monet"
"water-lilies-1917-9";"Water Lilies";1917;"Impressionism";"flower painting";"('Water', 'Watercourse', 'Bank', 'Reflection', 'Tree', 'Stream')";"Claude Monet"
"the-seine-at-bougival";"The Seine at Bougival";1869;"Impressionism";"landscape";"('Sky', 'Bank')";"Claude Monet"
"young-girl-in-the-garden-at-giverny";"Young Girl in the Garden at Giverny";1888;"Impressionism";"portrait";"()";"Claude Monet"
"the-nets-1882";"The Nets";1882;"Impressionism";"landscape";"('Rock', 'Formation', 'Sky', 'Cliff', 'Geology')";"Claude Monet"
"water-lilies-26";"Water Lilies";1907;"Impressionism";"flower painting";"()";"Claude Monet"
"norwegian-landscape-sandviken";"Norwegian Landscape, Sandviken";1895;"Impressionism";"landscape";"()";"Claude Monet"
"oat-and-poppy-field";"Oat and Poppy Field";1890;"Impressionism";"landscape";"('Meadow', 'Natural landscape', 'Coquelicot', 'Field', 'Flower')";"Claude Monet"
"vetheuil-the-church-1";"Vetheuil, The Church";1880;"Impressionism";"cityscape";"('Town', 'Reflection', 'Sky', 'Village')";"Claude Monet"
"water-lilies-31";"Water Lilies";1908;"Impressionism";"flower painting";"()";"Claude Monet"
"the-towpath-at-granval";"The Towpath at Granval";1883;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Bank', 'Bayou', 'River')";"Claude Monet"
"morning-on-the-seine-near-giverny-02";"Morning on the Seine near Giverny 02";1897;"Impressionism";"landscape";"('Sky', 'Atmospheric phenomenon', 'morning', 'Tree', 'River')";"Claude Monet"
"the-garden-of-the-princess-1867";"The Garden of the Princess";1867;"Realism";"cityscape";"('City', 'Human settlement', 'Town', 'Grass', 'Urban area', 'Building', 'Tourism', 'Tree')";"Claude Monet"
"argenteuil-the-hospice";"Argenteuil, the Hospice";1872;"Impressionism";"cityscape";"('Sky', 'Natural landscape', 'Tree', 'Rural area', 'House')";"Claude Monet"
"waterloo-bridge-effect-of-the-sun";"Waterloo Bridge, Effect of the Sun";1903;"Impressionism";"cityscape";"('Arch bridge', 'Bridge', 'Viaduct', 'Arch')";"Claude Monet"
"water-lilies-17";"Water Lilies";1907;"Impressionism";"flower painting";"('Water', 'Sky')";"Claude Monet"
"water-lilies-15";"Water Lilies";1906;"Impressionism";"flower painting";"('Water')";"Claude Monet"
"meadow-at-giverny";"Meadow at Giverny";1888;"Impressionism";"landscape";"('Tree')";"Claude Monet"
"argenteuil-seen-from-the-small-arm-of-the-seine-1";"Argenteuil, Seen from the Small Arm of the Seine";1872;"Impressionism";"landscape";"('Bank', 'Natural landscape', 'Sky', 'Bayou', 'Tree', 'Waterway', 'Water', 'Reflection')";"Claude Monet"
"water-lilies-28";"Water Lilies";1907;"Impressionism";"flower painting";"()";"Claude Monet"
"palazzo-da-mula-at-venice";"Palazzo da Mula at Venice";1908;"Impressionism";"cityscape";"('Reflection', 'Water')";"Claude Monet"
"snow-effect-with-setting-sun-1875-0";"Snow Effect with Setting Sun";1875;"Impressionism";"cityscape";"()";"Claude Monet"
"boats-on-the-thames-london";"Boats on the Thames, London";1901;"Impressionism";"landscape";"()";"Claude Monet"
"the-sea-port-in-amsterdam";"The Sea, Port in Amsterdam";1874;"Impressionism";"marina";"('Vehicle', 'Boat', 'Sailing ship', 'Watercraft', 'Mast', 'Clipper', 'Ship of the line', 'Flagship', 'Galiot')";"Claude Monet"
"the-manneport-at-high-tide";"The Manneport at High Tide";1885;"Impressionism";"landscape";"('Rock', 'Cliff', 'Water', 'Formation', 'Natural landscape', 'Tree', 'Sky', 'Sea', 'Klippe')";"Claude Monet"
"dolceacqua-bridge";"Dolceacqua, Bridge";1884;"Impressionism";"cityscape";"(""Devil's bridge"")";"Claude Monet"
"sailboat-at-le-petit-gennevilliers";"Sailboat at Le Petit-Gennevilliers";1874;"Impressionism";"landscape";"('Boat', 'Sail', 'Sailboat', 'Vehicle', 'Sailing', 'Watercraft')";"Claude Monet"
"belle-ile-rocks-at-port-goulphar";"Belle-Ile, Rocks at Port-Goulphar";1886;"Impressionism";"landscape";"('islands-and-bays', 'cliffs-and-rocks', 'Belle-Île', 'Water', 'Rock', 'Cliff', 'Natural landscape', 'Sky', 'Coast', 'Formation', 'Sea', 'Headland', 'Brittany')";"Claude Monet"
"saint-lazare-station-sunlight-effect";"Saint-Lazare Station, Sunlight Effect";1877;"Impressionism";"cityscape";"()";"Claude Monet"
"weeping-willow-and-water-lily-pond-2-1919";"Weeping Willow and Water-Lily Pond";1919;"Impressionism";"landscape";"('Tree', 'Bayou', 'Reflection', 'Majorelle blue', 'Swamp', 'Wetland')";"Claude Monet"
"poplars-wind-effect";"Poplars, Wind Effect";1891;"Impressionism";"landscape";"('Tree', 'Plant', 'Woody plant', 'Canoe birch', 'Forest')";"Claude Monet"
"houses-of-parliament";"Houses of Parliament";1904;"Impressionism";"cityscape";"('Sky')";"Claude Monet"
"tree-in-flower-near-vetheuil";"Tree in Flower near Vetheuil";1879;"Impressionism";"landscape";"('Tree', 'Woody plant', 'Plant', 'Canoe birch', 'Birch')";"Claude Monet"
"pine-trees-cap-d-antibes";"Pine Trees, Cap d'Antibes";1888;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Natural environment', 'Vegetation', 'Woody plant', 'Sky', 'Wilderness', 'Plant', 'Plant community', 'Grass')";"Claude Monet"
"the-rock-needle-seen-through-the-porte-d-aumont";"The Rock Needle Seen through the Porte d'Aumont";1885;"Impressionism";"landscape";"('Arch', 'Formation', 'Rock', 'Water')";"Claude Monet"
"scaters-in-giverny";"Scaters in Giverny";1899;"Impressionism";"landscape";"('Tree', 'Bank', 'Bayou')";"Claude Monet"
"red-mullets";"Red Mullets";1869;"Impressionism";"still life";"('fish', 'Fish products', 'Seafood')";"Claude Monet"
"morning-on-the-seine-1";"Morning on the Seine";1896;"Impressionism";"landscape";"('Sky')";"Claude Monet"
"the-old-tree-sunlight-on-the-petit-cruese";"The Old Tree, Sunlight on the Petit Cruese";1889;"Impressionism";"landscape";"('Nature', 'Sky', 'Mountain', 'Mountainous landforms', 'Tree', 'Rock', 'Wilderness')";"Claude Monet"
"branch-of-lemons";"Branch of Lemons";1883;"Impressionism";"still life";"('Still life photography', 'Plant', 'Flower')";"Claude Monet"
"water-lily-pond-1919-3";"Water Lily Pond";1919;"Impressionism";"flower painting";"('Water', 'Pond', 'Reflection', 'Watercourse')";"Claude Monet"
"water-lily-pond-and-bridge";"Water Lily Pond and Bridge";1905;"Impressionism";"flower painting";"('Tree', 'Bayou')";"Claude Monet"
"meadow-with-poplars";"Meadow with Poplars";1875;"Impressionism";"landscape";"('Meadow', 'Natural landscape', 'Natural environment', 'Prairie', 'Wildflower', 'Plant', 'Flower', 'Field')";"Claude Monet"
"dahlias-2";"Dahlias 2";1883;"Impressionism";"flower painting";"('Flower', 'Plant', 'Botany', 'Flowering plant')";"Claude Monet"
"waves-and-rocks-at-pourville";"Waves and Rocks at Pourville";1882;"Impressionism";"landscape";"('Water', 'Cliff', 'Rock', 'Natural landscape', 'Sky', 'Sea', 'Shore', 'Coast')";"Claude Monet"
"bed-of-chrysanthemums";"Bed of Chrysanthemums";1897;"Impressionism";"flower painting";"('Flower', 'Plant', 'Flowering plant', 'Chrysanths')";"Claude Monet"
"water-lilies-37";"Water Lilies";1914;"Impressionism";"flower painting";"('Pond', 'water lily', 'Leaf', 'Plant', 'Tree', 'Flower')";"Claude Monet"
"water-lilies-1920";"Water Lilies";1920;"Impressionism";"flower painting";"('Plant')";"Claude Monet"
"the-siene-at-argentuil-1";"The Seine at Argenteuil";1873;"Impressionism";"landscape";"('Water', 'Sailboat', 'Sky')";"Claude Monet"
"garden-at-vetheuil";"Garden at Vetheuil";1881;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Natural environment', 'Forest', 'Northern hardwood forest', 'Woody plant', 'Woodland', 'Trunk', 'Plant')";"Claude Monet"
"pourville-near-dieppe";"Pourville, near Dieppe";1882;"Impressionism";"landscape";"('Normandy', 'Sea', 'Cliff', 'Sky', 'Coast', 'Shore')";"Claude Monet"
"the-frost-1";"The Frost";1885;"Impressionism";"landscape";"('winter', 'Tree', 'Frost', 'Branch', 'Freezing', 'Twig', 'Snow', 'Plant', 'Woody plant')";"Claude Monet"
"irises-in-monet-s-garden-03";"Irises in Monet's Garden";1900;"Impressionism";"flower painting";"('Lavender', 'Flower', 'English lavender', 'Plant', 'Meadow', 'spring')";"Claude Monet"
"farm-near-honfleur";"Farm near Honfleur";1864;"Impressionism";"landscape";"('cottages-and-farmhouses', 'Normandy', 'folk-architecture', 'Rural area', 'House', 'Sky')";"Claude Monet"
"amsterdam-1874";"Amsterdam";1874;"Impressionism";"cityscape";"('Vehicle', 'Boat', 'Watercraft')";"Claude Monet"
"young-girls-in-a-row-boat";"Young Girls in a Row Boat";1887;"Impressionism";;"('Lady')";"Claude Monet"
"fishing-boats-at-honfleur";"Fishing Boats at Honfleur";1868;"Impressionism";"cityscape";"('boats-and-ships', 'Normandy', 'Boat', 'Vehicle', 'Galiot', 'Galleon', 'Clipper', 'East indiaman', 'Ship of the line')";"Claude Monet"
"view-over-vetheuil-1";"View over Vetheuil";1881;"Impressionism";"cityscape";"('Sky')";"Claude Monet"
"the-needle-of-etretat-low-tide";"The Needle of Etretat, Low Tide";1883;"Impressionism";"landscape";"('Normandy', 'cliffs-and-rocks', 'Rock', 'Stack', 'Cliff', 'Water', 'Sea')";"Claude Monet"
"the-sea-at-fecamp-1881";"The Sea at Fecamp";1881;"Impressionism";"landscape";"('Normandy', 'Fecamp', 'Sea', 'Sky', 'Water')";"Claude Monet"
"haystacks-sun-in-the-mist";"Grainstack, Sun in the Mist";1891;"Impressionism";"landscape";"()";"Claude Monet"
"springtime-in-giverny";"Springtime in Giverny";1890;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Sky', 'Bank', 'Woody plant', 'Leaf', 'Plant')";"Claude Monet"
"zaandam-1";"Houses on the Achterzaan";1871;"Impressionism";"cityscape";"('Waterway', 'Bank')";"Claude Monet"
"the-japanese-bridge-8-1924";"The Japanese Bridge 8";1924;"Impressionism";"landscape";"()";"Claude Monet"
"water-lilies-6";"Water Lilies";1904;"Impressionism";"flower painting";"('Vegetation', 'Natural environment', 'Natural landscape', 'Tree', 'Forest')";"Claude Monet"
"water-lilies-33";"Water Lilies";1908;"Impressionism";"flower painting";"('Pink')";"Claude Monet"
"rouen-cathedral-west-facade-noon";"Rouen Cathedral, West Facade, Noon";1894;"Impressionism";"cityscape";"('Water')";"Claude Monet"
"camille-also-known-as-the-woman-in-a-green-dress";"Camille (also known as The Woman in a Green Dress)";1866;"Realism";"portrait";"('Flamenco', 'Lady', 'Dance', 'Belly dance')";"Claude Monet"
"grainstack-at-giverny";"Grainstack at Giverny";1889;"Impressionism";"landscape";"('Rock')";"Claude Monet"
"in-the-norvegienne-boat-at-giverny";"In the Norvegienne Boat at Giverny";1887;"Impressionism";;"('Water transportation', 'Vehicle', 'Watercraft rowing', 'Reflection', 'Water', 'Boat')";"Claude Monet"
"the-ally-point-low-tide";"The Ally Point, Low Tide";1882;"Impressionism";"landscape";"('Sky', 'Sea', 'Coast', 'Natural landscape', 'Cliff', 'Shore', 'morning')";"Claude Monet"
"cap-martin-2";"Cap Martin 2";1884;"Impressionism";"landscape";"('Mountain', 'Mountainous landforms', 'Natural landscape', 'Wilderness', 'Sky', 'Hill', 'Tree')";"Claude Monet"
"water-lilies-1899";"Water Lilies";1899;"Impressionism";"flower painting";"('water lily', 'Flower', 'Pond', 'Aquatic plant', 'Botany', 'Water', 'Lotus family')";"Claude Monet"
"boulevard-of-capucines";"Boulevard of Capucines";1883;"Impressionism";"cityscape";"('Tree')";"Claude Monet"
"view-over-vetheuil";"View over Vetheuil";1880;"Impressionism";"landscape";"('Bank', 'River')";"Claude Monet"
"cart-on-the-snow-covered-road-with-saint-simeon-farm";"Cart on the Snow Covered Road with Saint-Simeon Farm";1865;"Impressionism";"landscape";"('Snow', 'winter', 'Tree', 'Freezing', 'Woody plant', 'Blizzard', 'Sky', 'Winter storm', 'Rural area')";"Claude Monet"
"water-lilies-right-half-1920";"Water Lilies (right half)";1920;"Impressionism";"flower painting";"('Tree')";"Claude Monet"
"charing-cross-bridge-02";"Charing Cross Bridge 02";1902;"Impressionism";"landscape";"('Sky')";"Claude Monet"
"the-siene-at-lavacourt-effect-of-snow";"The Siene at Lavacourt, Effect of Snow";1879;"Impressionism";"landscape";"()";"Claude Monet"
"asters";"Asters";1880;"Impressionism";"flower painting";"('Tree', 'Still life photography', 'Plant', 'Flowerpot', 'Flower', 'Woody plant')";"Claude Monet"
"the-pink-skiff-boating-on-the-ept";"The Pink Skiff, Boating on the Ept";1887;"Impressionism";;"('Boats and boating--Equipment and supplies', 'Watercraft rowing', 'Tree', 'Canoe', 'Vehicle')";"Claude Monet"
"at-val-saint-nicolas-near-dieppe-in-the-morning";"At Val-Saint-Nicolas near Dieppe in the Morning";1897;"Impressionism";"landscape";"('Normandy', 'cliffs-and-rocks')";"Claude Monet"
"view-of-cap-d-antibes";"View of Cap d'Antibes";1888;"Impressionism";"landscape";"('Natural landscape', 'Sky', 'Sea')";"Claude Monet"
"landscape-at-giverny-1";"Landscape at Giverny";1887;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Branch', 'Woody plant', 'Plant')";"Claude Monet"
"the-rose-path-giverny-1922";"The Rose Path, Giverny";1922;"Impressionism";"flower painting";"('Brown')";"Claude Monet"
"roses-in-the-hoshede-s-garden-at-montregon";"Roses in the Hoshede`s Garden at Montregon";1876;"Impressionism";"landscape";"('Tree', 'Leaf', 'Natural landscape', 'Bank', 'Plant', 'Water', 'autumn', 'Woody plant', 'spring')";"Claude Monet"
"waterloo-bridge-sunlight-effect-1";"Waterloo Bridge, Sunlight Effect";1903;"Impressionism";"cityscape";"('Sky', 'Water', 'Atmosphere')";"Claude Monet"
"the-promenade-argenteuil";"The Promenade, Argenteuil";1875;"Impressionism";;"('Meadow', 'Lavender', 'Flower', 'English lavender', 'Tree', 'Plant')";"Claude Monet"
"the-artist-s-house-in-argenteuil";"The Artist's House in Argenteuil";1876;"Impressionism";"landscape";"('Tree')";"Claude Monet"
"the-grand-canal-02";"The Grand Canal 02";1908;"Impressionism";"cityscape";"('Sky')";"Claude Monet"
"the-old-rue-de-la-chaussee-argenteuil";"The Old Rue de la Chaussee, Argenteuil";1872;"Impressionism";"cityscape";"('Town', 'Neighbourhood', 'Human settlement', 'Street', 'Building')";"Claude Monet"
"the-train-in-the-country";"The Train in the Country";1871;"Impressionism";"landscape";"('Tree', 'Natural landscape', 'Meadow', 'Pasture', 'Natural environment', 'Grassland')";"Claude Monet"
"anglers-on-the-seine-at-poissy";"Anglers on the Seine at Poissy";1882;"Impressionism";;"('Water', 'Watercraft rowing')";"Claude Monet"
"the-artist-s-family-in-the-garden";"The Artist's Family in the Garden";1875;"Impressionism";;"('People in nature', 'Natural landscape', 'Tree', 'Natural environment', 'Botany', 'Plant', 'Leaf', 'Woodland', 'Forest')";"Claude Monet"
"norman-farm-through-the-trees";"Norman Farm through the Trees";1886;"Impressionism";"landscape";"('Tree', 'Woody plant', 'Plant', 'Trunk', 'Branch', 'Botany', 'Grass', 'Woodland', 'spring')";"Claude Monet"
